Date,voo_vol10,excess_vol10,vix_mom5,alpha_credit_spread,alpha_credit_accel,alpha_vix_term,alpha_breadth,alpha_tech_relative,y_voo,excess_ret,fwd_voo,fwd_ief,z_raw,p0,fwd_voo_hat,fwd_ief_hat,fwd_spread_hat,fwd_spread_hat_from_legs,spread_model_gap,px_voo_t,px_ief_t,gamma_voo,gamma_ief,fwd_voo_hat_final,fwd_ief_hat_final,px_voo_call_7d,px_ief_call_7d,px_voo_real_7d,px_ief_real_7d,err_px_voo,err_px_ief,err_r_voo,err_r_ief,hit_sign_voo,CalibDate,sign,T,b,lam,p_final_raw,y_avail,p_final_cal,cal_a,cal_b,cal_n,ece_roll,brier_roll,ece_avail_roll,brier_avail_roll,drift_alarm,drift_base_ece,drift_base_brier,alpha_scale,governance_tier,is_live,px_voo_call_7d_raw,px_ief_call_7d_raw,p_final_use,p_final_src,p0_floor_val,p0_eff,vol_rank,w_exec,cost_exec,kill_flag,trade_flag,trade_size,target_w_raw,target_w_postkill,turn_eff_inst,turn_eff_roll,ann_cost_drag_inst,ann_cost_drag_roll,p_final_var_roll,kill_rate_roll,trade_rate_roll,GovHealthScore_live,live_fric_fail_now,alpha_eff_base,GovStatus,GovMode,GovReason,PR_Fails_Streak,FRIC_Fails_Streak,STALE_Streak,TooGood_Streak,PR_Soft,FRIC_Soft,STALE_Mode,Lift_End,dES_P_End,dES_S_End,N_P_End,N_S_End,GovHealthScore_realized,ZeRO_Active,ZeRO_Scale,ZeRO_LowStreak,ZeRO_HighStreak,TooGood_Alarm,gov_scale,alpha_eff_preZero,alpha_eff_final,part3_version,tape_source,run_utc
2020-01-02,0.0625022704889873,0.0555180930711486,-0.1999998092651367,-0.2211156305425511,-0.0049610319186907,0.8209348657462707,-0.9590625304206464,-0.2682700111463281,0.0,0.0058895329711274,0.0094053695084665,0.0035158365373391,-0.7669820189476013,0.1997405966277561,0.0013590297894552,-0.0065293405205011,0.0101109882816672,0.0078883703099563,0.0022226179717108,272.7604064941406,95.9538116455078,0.62,0.0,0.0008425984694622,-0.0,272.9903308485337,95.9538116455078,275.33792114257824,96.29176330566406,-2.3475902940445508,-0.33795166015625,-0.0085627710390043,-0.0035158365373391,1.0,2020-01-02 00:00:00,1.0,2.864336464135113,-1.0414745749925214,1.0,0.2126133607728741,,0.2126133607728741,,,0.0,0.2126133607728741,0.0452044411791363,,,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.2126133607728741,p_final_cal,0.2027,0.2027,1.0,0.9510934347665259,0.0,0,0,0.0,0.9510934347665259,0.9510934347665259,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-01-13,0.0904814045183449,0.1143774298755764,-1.5300006866455078,-0.2229058041736115,0.0033278070125661,0.84153001400726,-0.96313965970167,-0.2557578055630957,0.0,0.0035360325285118,0.0117812219599251,0.0082451894314132,-0.6921604871749878,0.1997405966277561,0.0074176467023789,-0.0062857046723365,0.0140891037881374,0.0137033513747155,0.0003857524134218,275.3379211425781,96.29176330566406,0.62,0.0,0.0045989409554749,-0.0,276.6071001875063,96.29176330566406,278.60092163085926,97.08898925781251,-1.9938214433529424,-0.7972259521484659,-0.0071822810044501,-0.0082451894314132,1.0,2020-01-02 00:00:00,1.0,2.864336464135113,-1.0414745749925214,1.0,0.2170192020182036,,0.2170192020182036,,,0.0,0.2148162813955388,0.0461508876118771,,,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.2170192020182036,p_final_cal,0.1997405966277561,0.1997405966277561,1.0,0.9510934347665259,0.0,0,0,0.0,0.9134947743118939,0.9134947743118939,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-01-23,0.0630030586728346,0.0890233752485881,0.5599994659423828,-0.2351527225021089,-0.0070539600594883,0.8659105896972397,-0.963416229804158,-0.2511989498798156,1.0,-0.039973445639565,-0.0231322471246944,0.0168411985148706,-1.1578285694122314,0.1997405966277561,0.0120827015489339,-0.0060060932300984,0.0165989156812429,0.0180887947790324,-0.0014898790977895,278.6009216308594,97.0889892578125,0.62,0.0,0.007491274960339,-0.0,280.6958347269489,97.0889892578125,272.230224609375,98.73793029785152,8.465610117573874,-1.64894104003902,0.0306235220850334,-0.0168411985148706,0.0,2020-01-02 00:00:00,1.0,2.864336464135113,-1.0414745749925214,1.0,0.1906647103184623,,0.1906647103184623,,,0.0,0.4129892841575384,0.2491084621158842,,,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.1906647103184623,p_final_cal,0.1997405966277561,0.1997405966277561,0.6666666666666666,0.9510934347665259,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-02-03,0.1492369844629923,0.1930382170921175,-0.2600002288818359,-0.257859790164854,0.0109721734974996,0.9961196452540798,-0.972311347035083,-0.2379554580898083,0.0,0.0478841530990648,0.0402094604833971,-0.0076746926156676,-0.5392585396766663,0.1980282897556793,0.0201541520655155,0.000322524952935,0.0280128456652164,0.0198316271125804,0.0081812185526359,272.230224609375,98.73793029785156,0.62,0.0,0.0124955742806196,0.0,275.65323933093686,98.73793029785156,283.39950561523443,97.9830474853516,-7.746266284297576,0.7548828124999716,-0.0277138862027775,0.0076746926156676,1.0,2020-01-31 00:00:00,1.0,0.6934468584490787,-0.4825094700610626,1.0,0.2209465432794158,,0.2209465432794158,,,0.0,0.3649785989380078,0.1990356903336938,,,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.2209465432794158,p_final_cal,0.1997405966277561,0.1997405966277561,1.0,0.9510934347665259,0.0,0,0,0.0,0.8938325657899495,0.8938325657899495,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-02-12,0.1475484649635398,0.1979926583806005,-1.4099998474121094,-0.2365607486663093,0.002637441332887,0.8945312550349327,-0.9746640436912508,-0.2260782026771938,1.0,-0.0650649102791343,-0.0455959862285038,0.0194689240506305,-0.6393874883651733,0.1980282897556793,0.0157409589737653,0.0009949204977601,0.018549844622612,0.0147460384760051,0.0038038061466068,283.3995056152344,97.98304748535156,0.62,0.0,0.0097593945637345,0.0,286.17885352608454,97.98304748535156,270.767791748047,99.90936279296876,15.41106177803755,-1.9263153076172017,0.0553553807922383,-0.0194689240506305,0.0,2020-01-31 00:00:00,1.0,0.6934468584490787,-0.4825094700610626,1.0,0.1970947729501723,,0.1970947729501723,,,0.0,0.4525639245603718,0.2881599129917421,,,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.1970947729501723,p_final_cal,0.1997405966277561,0.1997405966277561,1.0,0.9510934347665259,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-02-24,0.1922115388596736,0.2340063849755272,11.350000381469728,-0.2671717442696455,-0.0135951776419573,1.1418795893423872,-0.969465258545802,-0.2370310266550079,1.0,-0.0569328346114001,-0.0300165425259715,0.0269162920854286,-2.1605725288391118,0.1980282897556793,0.0264395400881767,-0.0006975754513405,0.0334999710321426,0.0271371155395172,0.0063628554926253,270.7677917480469,99.90936279296876,0.62,0.0,0.0163925148546695,-0.0,275.24293602000665,99.90936279296876,262.76104736328125,102.63507080078124,12.481888656725404,-2.725708007812486,0.046409057380641,-0.0269162920854286,0.0,2020-01-31 00:00:00,1.0,0.6934468584490787,-0.4825094700610626,1.0,0.026643383300117,,0.026643383300117,,,0.0,0.5393627065836236,0.3980371113720256,,,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.026643383300117,p_final_cal,0.1997405966277561,0.1997405966277561,1.0,0.9510934347665259,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-03-04,0.4746841783296723,0.5254083020540478,4.430000305175781,-0.2939688416067235,0.0309496911430031,1.1628498547364632,-0.985580507271521,-0.2214364451517413,1.0,-0.1377844110706192,-0.1444938371095512,-0.0067094260389319,-3.3807618618011475,0.1988950276243093,0.0388612076640129,-0.0013987652491778,0.042291410267353,0.0402599729131907,0.0020314373541623,262.76104736328125,102.63507080078124,0.62,0.0,0.024093948751688,-0.0,269.1688836257633,102.63507080078124,227.40924072265616,101.94875335693354,41.75964290310717,0.6863174438477131,0.1685877858612392,0.0067094260389319,0.0,2020-03-02 00:00:00,1.0,1.1690950884570537,-0.3764672520338534,1.0,0.0366768241301665,,0.0366768241301665,,,0.0,0.5999284879102251,0.4737448870571565,,,1,0.1002947329177812,0.1555762534978443,0.5,DRIFT_THROTTLE,0,,,0.0366768241301665,p_final_cal,0.1988844431917177,0.1988950276243093,1.0,0.9510934347665259,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.225,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.225,0.225,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-03-13,0.9881352643584695,1.0726498187421587,15.890003204345703,-0.3761514994781256,0.0800824342174092,1.1970606538179465,-1.0256700462551058,-0.2031815346791123,1.0,-0.1215248362643581,-0.1014465688086794,0.0200782674556787,-3.3807618618011475,0.1988950276243093,0.0389475598931312,-0.0006997110322117,0.0441657975316047,0.039647270925343,0.0045185266062617,227.40924072265625,101.9487533569336,0.62,0.0,0.0241474871337413,-0.0,232.9674406374669,101.9487533569336,205.4709472656251,104.01639556884768,27.49649337184175,-2.067642211914091,0.1255940559424208,-0.0200782674556787,0.0,2020-03-02 00:00:00,1.0,1.1690950884570537,-0.3764672520338534,1.0,0.0366768241301665,0.0,0.0366768241301665,,,0.0,0.645352823905176,0.5305257188210047,0.0366768241301665,0.0013451894282751,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.0366768241301665,p_final_cal,0.1988950276243093,0.1988950276243093,1.0,0.9510934347665259,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-03-24,1.209276179076018,1.371821000705509,-14.240005493164062,-0.5163975592359706,0.0761744456978947,1.1834580204459106,-1.0466533614552052,-0.1457848736027166,0.0,0.0150536825767204,0.0337912088205039,0.0187375262437834,-3.003581285476685,0.1988950276243093,0.0464216768741607,-0.0020267376676201,0.0485460199415683,0.0484484145417809,9.7605399787426e-05,205.470947265625,104.01639556884766,0.62,0.0,0.0287814396619796,-0.0,211.4706224234207,104.01639556884766,212.5326995849608,105.98377990722656,-1.0620771615401168,-1.9673843383789065,-0.0050097691585242,-0.0187375262437834,1.0,2020-03-02 00:00:00,1.0,1.1690950884570537,-0.3764672520338534,1.0,0.0499440357714952,0.0,0.0499440357714952,,,1.0,0.5680976172744348,0.471855573030798,0.0433104299508309,0.0019197980687097,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.0499440357714952,p_final_cal,0.1988950276243093,0.1988950276243093,1.0,0.9510934347665259,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
2020-04-02,0.7379892799205113,0.8408799186165539,-10.09000015258789,-0.4814826536249608,0.0380863859365797,1.0763213671776708,-1.0576326762997548,-0.1668616859970314,0.0,0.1280513104188996,0.1198933757358897,-0.0081579346830098,-2.8856029510498047,0.2018541930046354,-0.1305790096521377,-0.0269640441983938,-0.0732347965240478,-0.1036149654537439,0.030380168929696,212.5326995849609,105.98377990722656,0.62,0.0,-0.0809589859843254,-0.0,196.0043535437195,105.98377990722656,239.6044006347657,105.12268829345702,-43.60004709104624,0.8610916137695455,-0.2008523617202151,0.0081579346830098,0.0,2020-03-30 00:00:00,-1.0,1.4625415673076996,-1.3167429948308949,1.0,0.6584203737237692,1.0,0.6584203737237692,,,2.0,0.5771298929193683,0.468021754581173,0.1427334953926309,0.0401720790748097,0,0.1002947329177812,0.1555762534978443,1.0,NORMAL,0,,,0.6584203737237692,p_final_cal,0.1988950276243093,0.2018541930046354,0.8,0.0,0.0009510934347665259,1,1,0.9510934347665259,0.0,0.0,0.256795227386962,0.025679522738696198,0.009244628185930632,0.0009244628185930632,,0.1,0.1,1.0,0,0.45,RUN,ACTIVE,OK,0,0,0,0,0,0,0,,,,,,,0,1.0,0,0,0,1.0,0.45,0.45,V14.1,/home/runner/work/Price-Call/Price-Call/artifacts_part2_v77/predictions/v77_final_consensus_tape.csv,2026-03-08T08:08:24Z
